Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557500876634869,-10.006973,-1.566701,2.643844,0.765031,-0.050350,-0.284037,37.731636,-17.247823,-22.451067,4635495664090873900.000000,-0.249985,0.568563,-0.312315,-0.718820,2.890241,5.433585,12.775483,-0.111980,-0.313845,0.033785,-25.671850,-7.741350,-35.397264,4635491476497760300.000000,-0.089786,0.081157,0.238238,0.963636,-1.897023,3.079141,13.796366,-0.187058,0.009868,-0.268843,19.959105,-7.564819,-42.344816,4635492013368672300.000000,-0.959098,0.069891,-0.040640,-0.271284,-10.664679,1.039540,0.497872,1.018468,-0.228744,0.305330,44.583789,0.254559,-11.926633,4635492223555051500.000000,0.102580,0.737875,-0.088980,-0.661136,-5.408242,3.465240,1.476295,-0.100044,-1.336742,-0.949977,10.674138,-44.781115,5.960194,4635493194484678700.000000,-0.048258,0.397325,-0.724072,-0.561715
1557500876643202,-10.118091,-1.982833,2.841043,0.835175,0.013841,-0.297780,37.805097,-16.924998,-22.365398,4635495664090873900.000000,-0.252910,0.568337,-0.314169,-0.717166,2.366481,4.854296,11.561670,-0.333409,-0.402731,0.086107,-26.199979,-7.277490,-35.357409,4635491476497760300.000000,-0.090467,0.082420,0.237387,0.963675,-2.125193,3.582521,13.532697,-0.380137,-0.083779,-0.258842,19.999497,-7.485138,-42.396313,4635491911857354800.000000,-0.959292,0.071619,-0.039648,-0.270292,-9.505451,-0.205629,0.946685,1.004102,-0.209381,0.326149,44.358582,-0.064157,-11.942751,4635492120742854700.000000,0.100782,0.737857,-0.092607,-0.660934,-5.309189,3.691916,1.506521,0.006411,-1.454033,-1.105851,11.306511,-44.790634,5.729251,4635493194484678700.000000,-0.055336,0.397464,-0.721998,-0.563630
1557500876651535,-9.855918,-2.289828,3.024338,0.876263,0.261722,-0.262311,37.890335,-16.919460,-22.363962,4635495664090873900.000000,-0.255501,0.568755,-0.316482,-0.714896,1.692105,4.071397,10.334784,-0.539504,-0.491143,0.146717,-26.523440,-7.028217,-35.431598,4635491476497760300.000000,-0.091224,0.084178,0.235719,0.963861,-2.164050,4.087235,12.895082,-0.626457,-0.177111,-0.254102,20.113793,-7.331121,-42.402082,4635491798620307500.000000,-0.959415,0.074224,-0.038005,-0.269386,-10.502817,1.680814,0.106528,0.954029,-0.237228,0.331525,44.288977,-0.137901,-12.324713,4635492120742854700.000000,0.099132,0.737731,-0.096125,-0.660822,-5.549176,4.225086,1.364558,0.149347,-1.550114,-1.331535,11.528133,-44.177942,5.679788,4635493194484678700.000000,-0.063466,0.398003,-0.719812,-0.565187
1557500876659868,-9.131323,-2.066976,4.503540,0.732039,0.648196,-0.170340,37.975784,-17.075472,-22.075943,4635495875205551100.000000,-0.256965,0.570347,-0.318985,-0.711984,0.974925,3.395240,8.993158,-0.725976,-0.575859,0.182318,-26.608890,-7.046921,-35.573892,4635491476497760300.000000,-0.091961,0.086386,0.233322,0.964179,-1.948448,4.231374,11.909267,-0.883042,-0.254520,-0.255865,20.006215,-6.944725,-42.458928,4635491798620307500.000000,-0.959460,0.077765,-0.035761,-0.268535,-10.321258,-0.053797,2.409748,0.886083,-0.312306,0.270051,44.300667,-0.226456,-12.780838,4635492120742854700.000000,0.097482,0.737388,-0.099298,-0.660981,-6.317867,5.297777,0.689679,0.166148,-1.671468,-1.517037,11.326981,-43.480472,5.750183,4635493194484678700.000000,-0.072421,0.398781,-0.717261,-0.566803
1557500876668201,-8.902915,-1.895039,5.020981,0.694892,0.800735,-0.167717,38.145244,-17.078157,-21.698960,4635495878839238700.000000,-0.258127,0.572417,-0.321538,-0.708747,0.515014,2.768822,7.619973,-0.901340,-0.633577,0.173026,-26.784932,-6.718308,-35.576198,4635491476497760300.000000,-0.092530,0.088889,0.230245,0.964637,-1.748463,4.476288,10.406998,-1.193962,-0.330019,-0.237323,19.318163,-6.122166,-42.534595,4635491798620307500.000000,-0.959371,0.082458,-0.032871,-0.267822,-10.180974,0.124861,0.092982,0.894901,-0.323458,0.311457,44.297564,-0.385668,-13.057987,4635492116194847700.000000,0.095905,0.736994,-0.102629,-0.661142,-6.970622,6.468136,0.153992,0.113938,-1.815960,-1.675931,12.113632,-43.901359,5.667073,4635493287154835500.000000,-0.082090,0.399674,-0.714204,-0.568713
1557500876676534,-9.187183,-1.724156,2.125594,0.801391,0.810597,-0.232796,38.628113,-17.318146,-21.320575,4635495878839238700.000000,-0.259720,0.574476,-0.324248,-0.705256,0.370989,2.288939,6.294808,-1.059035,-0.634652,0.107962,-27.040332,-6.134271,-35.458321,4635491476497760300.000000,-0.092772,0.091398,0.226556,0.965253,-1.580807,5.171613,8.339399,-1.613392,-0.391235,-0.201937,18.504698,-5.009795,-42.609022,4635491798620307500.000000,-0.959066,0.088749,-0.029277,-0.267318,-10.176849,0.523698,1.289364,0.793092,-0.370195,0.253377,44.224327,-0.556037,-13.248642,4635492013368672300.000000,0.094449,0.736450,-0.105522,-0.661503,-7.666888,5.480345,0.190798,0.120495,-1.948603,-1.808822,13.065727,-44.172897,5.472939,4635493301858861100.000000,-0.092470,0.400607,-0.710807,-0.570716
1557500876684867,-8.844192,-1.205271,1.151306,0.887243,0.956667,-0.253873,38.564435,-17.310307,-20.942146,4635495878839238700.000000,-0.261377,0.576884,-0.327306,-0.701255,0.440400,1.893535,5.035126,-1.176552,-0.546929,0.003019,-27.137058,-5.924778,-35.375541,4635491476497760300.000000,-0.092615,0.093506,0.222396,0.966033,-1.074464,5.449420,6.167729,-2.013879,-0.392091,-0.173101,18.177054,-4.010103,-42.736480,4635491893611604000.000000,-0.958518,0.096628,-0.025241,-0.266961,-10.064233,1.735538,-0.432252,0.781764,-0.433638,0.257093,44.143864,-0.708029,-13.331000,4635492013368672300.000000,0.093001,0.735718,-0.108423,-0.662052,-8.564526,4.012812,0.660507,0.238979,-2.078915,-1.948205,13.364754,-43.191702,5.339157,4635493301858861100.000000,-0.103752,0.401549,-0.707309,-0.572458
1557500876693200,-8.274189,-1.040334,2.383224,1.090289,1.155537,-0.232170,37.855222,-16.746126,-20.383726,4635495878839238700.000000,-0.257159,0.582437,-0.326192,-0.698739,0.537126,1.647999,3.867049,-1.276174,-0.361864,-0.111090,-27.170427,-5.816878,-35.358920,4635491476497760300.000000,-0.092115,0.094809,0.217802,0.967000,-0.583594,4.619919,4.542004,-2.137232,-0.314888,-0.127720,17.964574,-3.057875,-42.903171,4635492013368672300.000000,-0.957784,0.105071,-0.021391,-0.266746,-9.649736,-1.448174,0.515527,0.802252,-0.456986,0.228953,43.910547,-0.715267,-13.350446,4635492013368672300.000000,0.091393,0.734938,-0.111305,-0.662665,-9.702977,2.850076,1.027408,0.443620,-2.185263,-2.115010,13.570607,-42.283152,5.217083,4635493301858861100.000000,-0.116073,0.402586,-0.703857,-0.573618
1557500876701533,-8.672342,-0.425734,1.457021,1.085385,1.026663,-0.212891,37.926936,-16.892323,-19.906237,4635495878839238700.000000,-0.259103,0.584765,-0.329945,-0.694300,0.470397,1.729028,2.647876,-1.332865,-0.141368,-0.223240,-27.255874,-5.392895,-35.473548,4635491476497760300.000000,-0.091333,0.095149,0.212932,0.968125,-0.531496,3.079945,3.705393,-1.812354,-0.162864,-0.046850,17.736180,-2.316334,-43.067490,4635492013368672300.000000,-0.957016,0.112370,-0.018541,-0.266737,-10.102087,0.673358,-0.631344,0.777544,-0.451590,0.309088,43.925836,-0.892301,-13.537628,4635492013368672300.000000,0.090075,0.734119,-0.114365,-0.663232,-10.506105,2.002647,1.284915,0.701759,-2.240791,-2.203869,14.273171,-42.143306,5.021290,4635493209210943500.000000,-0.129181,0.403562,-0.700717,-0.573974
1557500876709866,-9.483325,0.220838,0.900567,0.984456,0.663216,-0.178967,38.408319,-17.446950,-19.502137,4635495878839238700.000000,-0.261197,0.586084,-0.333082,-0.690897,0.366222,1.984193,1.412010,-1.277539,0.067762,-0.329549,-27.284133,-4.945434,-35.624207,4635491476497760300.000000,-0.090325,0.094534,0.208238,0.969300,-0.537365,1.786533,3.081927,-1.109015,0.027580,0.048700,17.861295,-2.045445,-43.134156,4635492013368672300.000000,-0.956417,0.117062,-0.017275,-0.266955,-11.002798,2.355113,-2.850347,0.738445,-0.427257,0.291004,44.004614,-1.207093,-13.810162,4635492013368672300.000000,0.088826,0.733355,-0.117256,-0.663740,-11.040085,1.365499,1.202537,1.057897,-2.333095,-2.178327,15.128162,-42.129425,4.961229,4635493379776980000.000000,-0.143073,0.403981,-0.698281,-0.573353
1557500876718199,-9.761314,0.459901,1.575022,0.981646,0.451147,-0.151085,38.260727,-17.048657,-19.231269,4635495878839238700.000000,-0.263496,0.586743,-0.336036,-0.688028,0.461532,2.232780,-0.162224,-1.116214,0.261565,-0.425500,-27.184973,-4.604541,-35.852884,4635491476497760300.000000,-0.089156,0.092996,0.204150,0.970426,-0.260097,1.478041,2.203639,-0.307440,0.233705,0.133356,18.116963,-1.968439,-43.140965,4635492013368672300.000000,-0.956087,0.118779,-0.017762,-0.267347,-9.166928,-4.453324,1.622105,0.996498,-0.546606,0.235133,43.928292,-1.462934,-13.892025,4635492013368672300.000000,0.086565,0.732376,-0.120737,-0.664496,-11.782766,0.965826,0.910294,1.465367,-2.376210,-2.069402,15.784164,-41.769670,5.103650,4635493409233043500.000000,-0.157488,0.403660,-0.696824,-0.571570
1557500876726532,-9.789919,0.403892,1.862914,0.997375,0.466451,-0.124363,38.497962,-16.957550,-19.142675,4635495878839238700.000000,-0.264072,0.588199,-0.337680,-0.685755,0.805731,2.626448,-2.712428,-0.901054,0.439413,-0.486555,-26.997695,-4.393759,-36.066932,4635491476497760300.000000,-0.087967,0.090611,0.200877,0.971442,0.217375,1.964903,0.968879,0.351449,0.462810,0.216401,18.202410,-2.020318,-43.135566,4635492013368672300.000000,-0.955969,0.118118,-0.019935,-0.267906,-9.759086,-0.453461,-1.210643,1.137784,-0.488171,0.383907,43.788468,-1.707056,-13.895604,4635492013368672300.000000,0.084302,0.731521,-0.125043,-0.664932,-12.595537,1.421007,0.466577,1.899883,-2.344967,-1.946098,16.469848,-41.365199,5.337714,4635493409233043500.000000,-0.172217,0.402688,-0.696468,-0.568433
1557500876734865,-10.030267,0.390848,2.119659,0.979805,0.452085,-0.063023,39.461867,-17.843822,-18.925271,4635495878839238700.000000,-0.266116,0.588722,-0.340820,-0.682957,1.625387,3.658664,-5.990296,-0.831464,0.655195,-0.461986,-26.765771,-4.263658,-36.067218,4635491476497760300.000000,-0.087075,0.087351,0.197785,0.972455,0.611047,2.851754,-0.543087,0.795515,0.714958,0.316162,18.541578,-2.683182,-43.074774,4635492013368672300.000000,-0.955927,0.115958,-0.023656,-0.268696,-10.942476,0.468777,-1.382794,1.081821,-0.421879,0.371149,43.800163,-1.951230,-13.981578,4635492013368672300.000000,0.082197,0.730823,-0.129132,-0.665181,-13.329179,2.849356,-0.323728,2.195924,-2.404662,-1.840623,17.186718,-41.099252,5.676629,4635493409233043500.000000,-0.187329,0.400966,-0.696774,-0.564482
1557500876743198,-9.914521,0.366644,1.860166,0.968995,0.388845,-0.002120,39.406764,-18.015385,-18.441618,4635495878839238700.000000,-0.268048,0.588979,-0.343998,-0.680382,2.738934,4.735289,-7.729966,-1.166163,0.977411,-0.389013,-26.500482,-4.116274,-36.072582,4635491476497760300.000000,-0.086608,0.082971,0.193176,0.973806,0.748884,3.407032,-2.070667,1.041719,0.998382,0.428666,19.055022,-3.544322,-42.958098,4635492013368672300.000000,-0.955824,0.113118,-0.028834,-0.269765,-9.670370,-2.908264,2.040066,1.369052,-0.562579,0.407322,43.794029,-2.195860,-14.074625,4635492013368672300.000000,0.079229,0.729796,-0.134174,-0.665671,-13.965176,3.337839,-0.302576,2.497933,-2.499849,-1.744530,17.833244,-40.781392,6.030643,4635493409233043500.000000,-0.202951,0.398407,-0.697687,-0.559747
1557500876751531,-9.396626,0.270262,1.687595,0.949918,0.289079,0.025171,38.853726,-17.610296,-18.157294,4635495878839238700.000000,-0.269998,0.588924,-0.347067,-0.678096,2.565400,4.938655,-7.305423,-1.668354,1.308236,-0.301769,-26.102126,-3.710181,-36.543878,4635491476497760300.000000,-0.086580,0.077505,0.186357,0.975586,0.934705,3.060712,-3.339695,1.175391,1.320042,0.544835,19.309029,-3.852142,-42.778082,4635491918425933800.000000,-0.955572,0.110087,-0.035496,-0.271114,-9.990217,-0.012458,-0.591257,1.371747,-0.463814,0.415108,43.647048,-2.455245,-14.074654,4635492013368672300.000000,0.076316,0.729016,-0.139213,-0.665831,-14.292854,2.834020,-0.228133,2.943522,-2.565858,-1.659617,18.531064,-40.251839,6.542497,4635493409233043500.000000,-0.219252,0.394957,-0.699508,-0.553738
1557500876759864,-8.823729,0.148613,1.804572,0.943286,0.181326,0.049775,39.167822,-18.238811,-18.128419,4635495878839238700.000000,-0.272017,0.588528,-0.350046,-0.676099,0.961865,4.291750,-6.336627,-2.002782,1.588988,-0.166674,-25.572484,-3.055792,-37.203350,4635491476497760300.000000,-0.087205,0.071127,0.178003,0.977574,1.285485,2.320762,-4.182951,1.289118,1.657756,0.670465,19.866964,-4.228405,-42.498763,4635491798620307500.000000,-0.955117,0.106956,-0.043684,-0.272770,-9.822910,-2.374454,2.309092,1.586439,-0.613065,0.404156,43.492427,-2.784847,-14.351346,4635492013368672300.000000,0.072619,0.727870,-0.144858,-0.666294,-14.668399,3.104630,-0.588226,3.345075,-2.602795,-1.526549,19.312841,-40.027168,7.163888,4635493409233043500.000000,-0.235946,0.390539,-0.702197,-0.546561
1557500876768197,-8.573846,0.038534,1.590786,0.912737,0.061898,0.056500,39.173557,-18.406002,-17.936075,4635495667827644400.000000,-0.274116,0.587810,-0.352811,-0.674436,-0.115177,3.387198,-5.813406,-2.124259,1.806947,-0.010308,-25.063933,-2.408799,-37.624970,4635491476497760300.000000,-0.088581,0.064028,0.168993,0.979538,1.264717,1.960267,-4.619252,1.364874,1.991413,0.786168,21.031521,-5.159876,-42.162621,4635491798620307500.000000,-0.954416,0.103870,-0.053334,-0.274695,-10.000870,1.307756,0.990513,1.323306,-0.544295,0.362673,43.420651,-3.110903,-14.523232,4635492013368672300.000000,0.069632,0.726834,-0.149623,-0.666690,-15.227500,2.919560,-1.015493,3.701938,-2.619325,-1.326592,20.053693,-39.929961,7.798683,4635493409233043500.000000,-0.252733,0.385005,-0.705734,-0.538365
1557500876776530,-8.629572,0.024627,1.622947,0.891207,-0.049338,0.053463,38.621786,-17.845000,-17.668785,4635495664090873900.000000,-0.276335,0.586802,-0.355372,-0.673063,-0.438257,2.566657,-5.803279,-2.076735,2.000766,0.133786,-24.476262,-1.728503,-38.047110,4635491476497760300.000000,-0.090682,0.056228,0.160028,0.981329,0.854728,1.600796,-4.689331,1.427180,2.311881,0.849230,21.856105,-5.719877,-41.669472,4635491798620307500.000000,-0.953484,0.100875,-0.064349,-0.276681,-9.802539,-0.753365,1.882476,1.327360,-0.678097,0.321115,43.109938,-3.351946,-14.440850,4635492013368672300.000000,0.066420,0.725431,-0.154311,-0.667477,-15.655485,2.217727,-1.453235,4.085562,-2.594522,-1.101597,20.838698,-39.360262,8.749222,4635493594425807900.000000,-0.269461,0.378306,-0.710218,-0.529023
1557500876784863,-8.810538,-0.083527,1.803488,0.848858,-0.158314,0.064951,38.767934,-17.918970,-17.760061,4635495664090873900.000000,-0.278579,0.585511,-0.357707,-0.672023,-0.612694,1.884815,-5.839290,-1.906982,2.207865,0.248517,-23.728373,-1.024679,-38.599696,4635491476497760300.000000,-0.093418,0.047600,0.151615,0.982863,0.117430,0.693408,-4.479513,1.550424,2.608101,0.870741,22.239116,-5.918090,-41.079267,4635491846077299700.000000,-0.952357,0.097708,-0.076682,-0.278548,-10.049162,2.219287,2.194731,0.925549,-0.627543,0.186609,42.961420,-3.522359,-14.433228,4635492008885085200.000000,0.064067,0.724126,-0.157461,-0.668388,-15.721455,1.385510,-1.903221,4.487257,-2.573678,-0.831713,21.579530,-38.723808,9.750213,4635493623981408300.000000,-0.286051,0.370232,-0.715702,-0.518530
1557500876793196,-8.945674,0.058470,2.274443,0.837615,-0.226336,0.093492,38.614795,-18.076384,-17.749779,4635495664090873900.000000,-0.277983,0.585508,-0.357526,-0.672370,-0.992837,1.515546,-5.969668,-1.682201,2.420245,0.334759,-23.003985,-0.398807,-39.062110,4635491476497760300.000000,-0.096671,0.038076,0.143983,0.984111,-0.722319,-0.370866,-4.239073,1.735342,2.875758,0.875309,23.066449,-6.694905,-40.481375,4635492000908473300.000000,-0.951041,0.094096,-0.090278,-0.280209,-9.310153,-2.101838,1.580855,0.895074,-0.688555,0.124576,43.039746,-3.671378,-14.522743,4635491914936969200.000000,0.061584,0.722673,-0.160355,-0.669506,-15.428377,0.985338,-2.302259,4.854172,-2.550767,-0.537562,22.038270,-38.299566,10.772274,4635493623981408300.000000,-0.302370,0.360708,-0.722087,-0.507003
1557500876801529,-8.852079,0.288914,1.922979,0.857367,-0.215972,0.108689,37.748481,-17.923248,-17.461720,4635495664090873900.000000,-0.279814,0.584192,-0.359566,-0.671667,-1.614163,1.603793,-6.184630,-1.481697,2.621496,0.392596,-22.230194,0.203477,-39.498259,4635491476497760300.000000,-0.100297,0.027687,0.137043,0.985085,-1.436254,-1.221361,-4.139728,1.953185,3.144049,0.841746,23.917172,-7.413594,-39.714314,4635492120742854700.000000,-0.949539,0.089923,-0.105157,-0.281482,-10.318323,2.582099,1.687698,0.475593,-0.680587,-0.006143,42.947686,-3.601184,-14.425593,4635492120742854700.000000,0.059996,0.721212,-0.161684,-0.670904,-14.960345,0.803150,-2.819111,5.182899,-2.484911,-0.230548,22.390089,-37.772188,12.113221,4635493623981408300.000000,-0.318179,0.349786,-0.729300,-0.494503
1557500876809862,-8.910321,0.388903,1.904572,0.831493,-0.290258,0.136230,38.212708,-18.555973,-17.432606,4635495664090873900.000000,-0.282018,0.582435,-0.361855,-0.671041,-2.300384,2.330599,-6.349300,-1.352563,2.805901,0.435660,-21.363352,0.855151,-40.029328,4635491476497760300.000000,-0.104204,0.016519,0.130510,0.985817,-1.921104,-2.046015,-4.077557,2.196856,3.431064,0.762434,24.393229,-7.452194,-38.778663,4635492120742854700.000000,-0.947844,0.085131,-0.121398,-0.282146,-9.814795,-4.283247,0.828880,0.441600,-0.707742,0.017205,42.707114,-3.604732,-14.347754,4635492120742854700.000000,0.058548,0.719646,-0.162998,-0.672393,-14.566783,0.949661,-3.514081,5.441156,-2.420568,0.048668,22.658216,-37.222874,13.273287,4635493623981408300.000000,-0.333415,0.337595,-0.737091,-0.481208
1557500876818195,-8.935386,0.186797,2.204120,0.832068,-0.336719,0.172395,39.576315,-19.694576,-17.588049,4635495769558015000.000000,-0.284193,0.580486,-0.364169,-0.670560,-3.104970,3.164174,-6.327998,-1.332448,2.977662,0.465078,-20.295804,1.490512,-40.655996,4635491476497760300.000000,-0.108310,0.004660,0.123941,0.986350,-2.333032,-2.556457,-3.757327,2.455373,3.717526,0.671840,25.451863,-8.088110,-37.780495,4635492120742854700.000000,-0.945906,0.079670,-0.139003,-0.282124,-9.486336,8.238070,-1.138457,0.088235,-0.672002,-0.153455,42.555008,-3.689677,-14.457072,4635492116284500000.000000,0.057697,0.718205,-0.162808,-0.674052,-14.272517,1.660746,-4.529105,5.556371,-2.345568,0.315843,22.977750,-36.610331,14.385959,4635493438821512200.000000,-0.347851,0.324361,-0.745119,-0.467533
1557500876826528,-8.887857,0.075196,2.341437,0.774382,-0.397338,0.195073,39.756695,-19.954768,-17.578878,4635495771465056300.000000,-0.286257,0.578394,-0.366297,-0.670331,-4.246592,3.435665,-6.015815,-1.445311,3.122419,0.488702,-19.123948,2.050586,-41.227461,4635491476497760300.000000,-0.112562,-0.007719,0.116798,0.986726,-3.086937,-2.349567,-2.998869,2.665086,3.963078,0.569784,27.132916,-9.618136,-36.749790,4635492120742854700.000000,-0.943669,0.073698,-0.157734,-0.281386,-8.479739,-8.676548,-0.441230,0.215450,-0.653651,-0.164159,42.561596,-3.753292,-14.827390,4635492013368672300.000000,0.056439,0.716849,-0.162942,-0.675568,-13.876047,2.538261,-5.485716,5.530650,-2.272358,0.544010,23.117871,-36.061535,15.822838,4635493501792551900.000000,-0.361373,0.310391,-0.753032,-0.453884
1557500876834861,-8.803075,-0.130547,2.631527,0.813198,-0.366951,0.221694,39.291992,-19.959105,-17.482758,4635495771465056300.000000,-0.288294,0.576292,-0.368625,-0.669993,-5.541741,3.282192,-5.401818,-1.688687,3.248812,0.524199,-18.042499,2.584350,-41.671022,4635491476497760300.000000,-0.116999,-0.020471,0.108550,0.986970,-4.188059,-1.786348,-1.973831,2.780799,4.173165,0.445043,28.460649,-10.826953,-35.566671,4635492120742854700.000000,-0.941090,0.067564,-0.177321,-0.279896,-10.545719,4.846064,-2.160788,-0.035711,-0.716523,-0.033024,42.710165,-3.590570,-15.003404,4635492013368672300.000000,0.056253,0.715164,-0.162778,-0.677407,-13.282058,2.871693,-6.299464,5.418563,-2.175777,0.726603,23.290890,-35.450704,17.154386,4635493516607225900.000000,-0.373892,0.296006,-0.760641,-0.440467
1557500876843194,-8.777559,-0.062347,2.684755,0.705877,-0.457642,0.241058,39.127567,-20.282810,-17.457023,4635495771465056300.000000,-0.290158,0.574029,-0.370583,-0.670051,-6.691131,2.941016,-4.576471,-2.031260,3.372051,0.577621,-16.955072,3.327275,-42.244939,4635491476497760300.000000,-0.121708,-0.033519,0.098791,0.987068,-5.096940,-1.540680,-0.860337,2.848444,4.375655,0.328457,29.517372,-11.676136,-34.242490,4635492120742854700.000000,-0.938099,0.061453,-0.197667,-0.277709,-8.699739,-2.960339,-1.998696,0.022377,-0.494562,-0.026201,42.621684,-3.341797,-15.015106,4635492013368672300.000000,0.056058,0.714112,-0.162748,-0.678539,-12.880478,3.284233,-7.103483,5.221134,-2.069845,0.877067,23.589770,-34.691299,18.134351,4635493516607225900.000000,-0.385350,0.281469,-0.767786,-0.427534
1557500876851527,-8.741155,-0.216896,2.805520,0.677683,-0.501266,0.279167,39.040804,-20.444563,-17.540510,4635495771465056300.000000,-0.291916,0.571612,-0.372491,-0.670295,-7.685907,2.724312,-3.810931,-2.423918,3.486282,0.652763,-15.603441,4.349322,-42.776960,4635491476497760300.000000,-0.126794,-0.046778,0.087320,0.986970,-5.660175,-1.936007,0.362584,2.973068,4.576109,0.236371,30.642639,-12.523794,-32.929853,4635492120742854700.000000,-0.934628,0.055128,-0.218817,-0.274866,-12.274675,5.355972,-4.271447,-0.083229,-0.622735,0.075477,42.463004,-3.275112,-15.019138,4635492013368672300.000000,0.056372,0.712602,-0.162756,-0.680097,-12.482725,3.692085,-7.993271,4.927089,-1.963962,0.987478,23.644056,-33.910107,19.062018,4635493516607225900.000000,-0.395734,0.267086,-0.774288,-0.415377
1557500876859860,-8.836390,-0.447472,1.932707,0.592253,-0.538737,0.264123,38.967357,-20.531304,-17.637929,4635495771465056300.000000,-0.293571,0.569211,-0.374072,-0.670735,-8.537518,2.775197,-3.174918,-2.834306,3.608346,0.749374,-14.199693,5.390208,-43.000010,4635491476497760300.000000,-0.132357,-0.060251,0.074067,0.986593,-6.229303,-2.770021,1.788715,3.245763,4.756846,0.164116,31.933380,-13.405210,-31.244646,4635492120742854700.000000,-0.930639,0.047980,-0.240846,-0.271297,-5.827591,-13.795373,6.256320,0.363102,-0.715453,-0.107833,42.310860,-3.360060,-15.124357,4635492013368672300.000000,0.054768,0.711054,-0.163511,-0.681665,-12.016751,3.905513,-8.738763,4.515424,-1.842564,1.059929,23.666785,-33.402435,19.989764,4635493516607225900.000000,-0.404968,0.253229,-0.779987,-0.404347
1557500876868193,-9.233752,-0.679439,2.384080,0.521457,-0.629622,0.274322,38.882119,-20.940432,-17.711624,4635495771465056300.000000,-0.295170,0.566621,-0.375360,-0.671506,-9.322229,2.772364,-2.570612,-3.270113,3.744243,0.877165,-12.767379,6.569147,-43.356337,4635491476497760300.000000,-0.138541,-0.073955,0.058930,0.985832,-7.175515,-3.274118,3.383435,3.650451,4.890864,0.056688,33.237214,-14.293720,-29.319093,4635492120742854700.000000,-0.926163,0.039487,-0.263682,-0.266710,-10.676909,10.009653,-6.488231,0.319990,-0.559281,0.415399,42.304291,-3.433817,-15.405157,4635492013368672300.000000,0.054878,0.709578,-0.165660,-0.682674,-11.445957,4.025488,-8.996000,4.057633,-1.706689,1.094997,23.806951,-32.864896,20.843868,4635493516607225900.000000,-0.413068,0.240155,-0.784866,-0.394570
1557500876876526,-9.456782,-0.671627,2.524515,0.411100,-0.748754,0.277661,38.724739,-20.947905,-17.892757,4635495771465056300.000000,-0.296686,0.563821,-0.376193,-0.672727,-10.117585,2.683575,-1.699596,-3.783041,3.898887,1.065301,-11.323668,8.074657,-43.931977,4635491476497760300.000000,-0.145630,-0.087890,0.041608,0.984549,-8.911148,-3.081907,4.884306,4.078490,4.943072,-0.118512,34.521019,-15.175063,-27.592691,4635492120742854700.000000,-0.921280,0.029560,-0.286986,-0.260783,-8.913478,-2.740342,-2.910471,0.514758,-0.508160,-0.108033,42.149149,-3.519250,-15.682347,4635492013368672300.000000,0.052948,0.708649,-0.166808,-0.683512,-10.744327,3.967000,-9.137007,3.567554,-1.560627,1.110172,23.839373,-32.252491,21.517748,4635493516607225900.000000,-0.420052,0.228034,-0.788948,-0.386159
1557500876884859,-9.424779,-0.551545,2.311180,0.378686,-0.721542,0.284011,38.637981,-20.875988,-18.267626,4635495771465056300.000000,-0.298065,0.561122,-0.376975,-0.673936,-10.763169,2.537616,-0.011580,-4.459167,4.114421,1.329241,-9.775150,9.786625,-44.196199,4635491476497760300.000000,-0.154001,-0.102170,0.021437,0.982540,-11.270797,-2.262076,5.977838,4.433343,4.894894,-0.357225,35.792694,-16.063678,-25.627552,4635492120742854700.000000,-0.916095,0.018476,-0.310249,-0.253328,-9.811729,-2.931948,-1.822108,0.675356,-0.698280,0.422357,42.078918,-3.594130,-15.873655,4635492013368672300.000000,0.051915,0.706838,-0.170021,-0.684673,-10.076708,3.997284,-9.208159,3.109835,-1.421511,1.093530,23.777932,-31.766701,22.091081,4635493516607225900.000000,-0.426071,0.216931,-0.792314,-0.379002
